Address,URL,Employment Type,Compensation,Title,Description
Architectural Designer/Project Manager,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-architectural-designer-project/6789366349.html,"
        
The successful candidate will be responsible to carry out projects from beginning to end; coordinate with consultants and client for changes and prepare zoning/ building code analysis and construction documents, with occasional site visits, supervisions and survey to assemble as-built drawings. Most of our work is doing new buildings from the ground up but also some small interior renovations.

Qualifications:

*Minimum three years of full-time work experience doing NYC zoning and building code analysis a must.
Proficiency in REVIT a must.
Knowledge of NYC building codes and construction standards required
Knowledge of NYC zoning code a must
Bachelor's Degree in Architecture 
Initiative, positive attitude and team player

Must be a resident of the greater NYC area
Must be Authorized to work in the United States

What do we offer:
-You will have exposure to a variety of projects: high-end residential, commercial, offices, etc. and will be involved in all parts of the process from beginning to end.
-Occasionally site visits and hands-on every step of the projects 
-Competitive salary based on experience.
-AXP hours
-Monthly Metrocard
**Friendly work environment!

If you feel this is the perfect fit for what you are looking for, please email 3 items below:

1. Resume in PDF format
2. Relevant construction document samples in PDF format
3. Compensation requirements.

Looking forward to meeting you soon!

Our firm is located in  Brooklyn (Industry City - industrycity.com) One of the best places to work in NYC for artists and architects.
    ",,Based on experience
Construction Manager-Superintendent-High End Residential,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction-manager/6789447409.html,"
        
We are a Mid-Sized, young, and energetic firm in search of a Construction Superintendent to run a high end residential projects, townhouses, and more.

Minimal Requirements
**All Candidates MUST BE GO GETTERS--NO SLACKERS---If you are not the type to show up to the job site 30-45 minutes prior and leave 30 minutes or more post work day this job is not for you...
**Must be able to work, interact, and correspond with Client and Design Team
**3-5 years or more experience on High End Residential projects in NYC
**Must be experienced in all Construction Trades including Rough Carpentry, MEP, Millwork, Finishes, Elevators, Concrete, Masonry, Steel, and more.
**Must be Tech Savvy and be able to use computer on site, cellphone emails, etc etc
**Must be an Ace reading blue prints
**Must know how to coordinate subs and put schedules together
** 40 Hour Site Super License is a Plus

Lots of Upside on this Company

Compensation is Negotiable    ",Upper West Side,Negotiable
Experienced Architect/Draftman(Part-time),part-time,https://newyork.craigslist.org/brx/egr/d/bronx-experienced-architect/6789447258.html,"
        
Looking to hire Experienced Architect (Part time ) Who is very familiar with NB - Single/Multi family residential  Projects.

Applicant must be proficient in creating detail construction drawings and have a good knowledge of Design & Zoning.

Flexible timings to come and work from our Office in Bronx/Brooklyn/Roslyn - Evenings/Saturday/Sunday

Please email your current resume and your salary requirements. Start immediately.



Send resume and examples of current construction details and drawings.    ",Bronx/Brooklyn/Roslyn(Queens),Good Compensation
"Architect, Intermediate",full-time,https://newyork.craigslist.org/mnh/egr/d/architect-intermediate/6789608167.html,"
        
Tribeca office seeks intermediate Architect for work including new commercial and residential construction.  This is a great opportunity for professional growth with exposure to all aspects of architectural practice.  Candidate must be knowledgeable, with good communication skills, and must be willing and able to take on responsibility.  Vectorworks a plus.

Send resume, portfolio less than 3MB, availability, salary requirements    ",,Commensurate with experience
Estimator,full-time,https://newyork.craigslist.org/brx/egr/d/bronx-estimator/6789787254.html,"
        
We are looking for another person to join our fast-growing team. We are looking for someone to be a critical part of the Estimating team and who can strongly contribute to our growing team.

Estimators are responsible for:

Providing full proposals comprised of understanding the labor and material associated with a plumbing/ sprinkler project

Understanding how to compare various drawings to understand the cost implications

Using OST (on screen take-off) to provide a full breakdown analysis of material for proposals

Must be well versed in:

Reading blueprints, specifically plumbing, sprinkler, and architectural

New York City Plumbing code

OST (on screen takeoff)

Microsoft Office

    ","Bronx, NY",To Be Determined
Expeditor/Project Manager (DOB Class 1 or 2),full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-expeditor-project-manager/6789748427.html,"
        
Job Description

Reporting to the Architect/Owner responsible for:
Managing architectural and construction projects from pre-filing to sign-off. Coordinate and manage required items list and squad leaders list at Manhattan Borough office.
Work directly with clients to expedite general filings, corrections, submissions, payments, etc.
ManageDOB HUBandDOBNOW filings
Filing work permits and Processing Temporary Certificates of Occupancy applications. Manage and Track Temporary Elevator sign-offs for Temporary Certificates of Occupancy.
Manage and updated 18 Month Construction inspections sign-offs
Coordinating the payment at the the Department of Buildings
Regularly work with other city agencies to process various documents related to construction projects in the five boroughs.
Interact effectively with city agency officials and company clients.

Requirements:

Bachelor's Degree, Architecture or Engineering preferred but not required.
High level of organization, planning, prioritization and attention to detail.

Salary:
Commensurate with experience 

Benefits:
Health Care Benefits 

Job Type: Full-time    ",Financial District,Salary Commensurate with experience
HVAC DRAFTER,full-time,https://newyork.craigslist.org/que/egr/d/jamaica-hvac-drafter/6789719470.html,"
        
HVAC Mechanical Firm seeking a skilled mechanical sketcher/draftsman who can draft sheet metal shop drawing, piping including hydronic piping and refrigeration, risers, control wiring diagram, for commercial NYC Projects. Create and/or modify existing engineering designs and comments, as built drawings. 
Ensure drawings and designs meet project deadlines
-Accurate and complete drawings
-Meet project schedule
Qualifications:
-AutoCAD 2015/Mechanical design experience
-Experience in mechanical design either in design or installation/construction.
 
Please send your resume to schedule an interview
    ",richmond hill,great salary and benefit
ESTIMATOR - DRYWALL & CEILINGS,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-estimator-drywall-ceilings/6789860527.html,"
        
We are a Brooklyn based commercial union drywall & acoustical contractor seeking candidates to become part of our estimating team. We are looking to hire at both junior & senior levels.

Responsibilities include:
1) Preliminary review of bid documents for each project.
2) Communication with general contractors regarding PFl's & questions.
3) Completing quantity take offs using On Screen Take Off + Quick Bid.
4) Gathering & understanding of supplier & specialty item pricing.
5) Completing scope review plus site visits with clients
6) Analysis of drawing revisions
7) Organizational skills which allow you to meet deadlines & multi task.

Salary will be commensurate with experience.
Full Medical, Dental and Vision included.

401K matching and participation.

All inquiries are confidential

Job Type: Full-time    ",,Salary will be commensurate with experience.
Time Out Market is looking for a Maintenance/Facilities Engineer,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-time-out-market-is-looking-for/6789822419.html,"
        
Maintenance Engineer
Location: New York, NY
Reporting to: General Manager
Internal: Time Out Market

Role Overview
We love what we do - and it shows! Time Out Market is the division of Time Out that brings our food and cultural experiences to life for our guests, readers and clients.

The Maintenance Engineer will be responsible for oversight and execution of general maintenance and repairs for the Time Out Market, ensuring a satisfactory customer and vendor experience.

Responsibilities
-Ensure the Market is in full working order and maintenance requests are being fulfilled for all locations (including FOH, BOH, vendor kitchens, and kiosks).
-Perform a variety of trades to ensure stations are in good repair, including carpentry, plumbing, electrical, HVAC, and tiling
-Create daily, weekly, and monthly checklist through CMS support software to ensure all building needs are being met and checked as needed
-Partner with Market Operations Management to ensure recordkeeping and documentation is in full compliance to ensure smooth operations as well as limit liabilities with city, federal, and state laws
-Ensure health, safety, and sanitation requirements are in compliance with the Department of Health, OSHA, and any city or state agencies
-Oversee maintenance projects, and execute preventative/planned requests, ensuring no emergencies/reactive needs arise
-Contract with suppliers and vendors to perform necessary tasks as needed
-Respond to all building related safety concerns, breakdowns, and maintenance visits
-Participate in maintenance associate personnel hiring, including interviewing, training, and professional development
-Supervise all maintenance associate personnel, and suppliers/vendors as needed
-Delegate tasks to maintenance associates as needed
-Operate with an open-door policy, listen to and understand requests of the team, respond with appropriate actions and provide accurate information
-Ensure that no members of the staff are permitted to work if they are not suitably dressed or groomed
-Manage maintenance budget, enforcing strict guidelines for maintenance requests
-Develop and implement cost saving and profit enhancement measures
-Make decision and take actions based on previous experience and good judgement, revising procedures as needed to accommodate unusual situations
-Interact with all department personnel, Market and vendor staff as needed
-Maintain positive and professional relations with vendors. Manage interaction of vendors on property with our staff
-Create and execute action plans for any areas that need improvement or are in a critical situation
-Maintain a professional, neat and well-groomed appearance adhering to Company standards

Company Overview - Time Out Market
Time Out Group comprises two business divisions. Time Out Digital and Time Out Market. In 2014, Time Out Market Lisbon opened in Lisbon - a food and cultural market bringing the best of the city together under one roof: its best restaurants, bars and cultural experiences based on editorial curation. In 2017, Time Out Market Lisbon saw 3.6 million visitors. Now Time Out Group is rolling the format out to other cities as part of its growth strategy. Time Out Market Miami is set to open in 2018, Boston and Chicago in 2019 and the Group is scoping locations around the globe.

    ","Brooklyn, New York","full-time position with health insurance, 401k, 15 PTO days a year, and a bonus plan!"
NYC DOB Expediter Seeks Class 1 or 2 Filing Rep (All Boroughs),full-time,https://newyork.craigslist.org/que/egr/d/jamaica-nyc-dob-expediter-seeks-class-1/6789872870.html,"
        
Expediting company seeks experienced full time NYC Expediter/Project Manager for work in the five boroughs of New York City.

We are explicitly looking for someone that already has experience with the NYC Department of Buildings and possesses a valid Class 1 or 2 Filing Representative License. 

Some of our work is as follows:

Preparation of Alteration Type I and II applications, filing of applications, acquiring work permits, meeting with examiners for approval, removing violations with DOB/ECB and FDNY, attending C of O inspections, scheduling and attending violation removal inspections, ECB hearings, meetings with Deputy Borough Commissioners, Chief Plan's examiners, meetings with developers, property managers and homeowners. Constant updates to clients by sending detailed emails, occasional creation of spread sheets, creation of reports to be sent to clients, tracking and coordination of all work. 

Requirements:
- Ability to communicate with clients
- Excellent writing skills
- The ability to speak clear
- Strong organization skills
- Be fluent in English
- Valid driver's license 
- Punctuality is a must
- Be able to work with a team

We are ready to hire you today if you qualify and have the experience we are looking for. Our company offers a competitive salary, health coverage, 401K, paid sick leave and vacation pay.

**** If you do not possess a Class 1 or 2 Filing Rep Status, have knowledge of required DOB/DEP/Landmarks and FDNY forms, and you cannot read a set of drawings, please do not apply for this job. We will ask you questions pertaining to forms and applications.

Please respond with your resume and your salary requirements. We look forward to hearing from you. 

We are not looking for Drafters or Architects. Thank you.    ",,Salary Based On Experience
Temporary Mid Level Architect - Commercial Building Renovation,contract,https://newyork.craigslist.org/brx/egr/d/katonah-temporary-mid-level-architect/6789888863.html,"
        
Position Title:
Full time hourly temporary project based work to take place in the office.*
Mid Level Architect - Commercial Building Project

Firm Description:
Katonah multi-disciplinary architecture firm.

Position Description:
Contribute on a full time hourly basis for approximately one month in the office producing a construction document set for an interior commercial interior renovation project.
Fast and accurate AutoCAD or Vectorwors skills are a must.

Professional Degree in Architecture from an accredited university is required.

Compensation: Hourly rate/1099 - Independent Contractor Status    ","Katonah, NY",$35-$45  per hour
Architectural Designer | Commercial,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-designer/6790070848.html,"
        
Title:
Junior Architectural Designer for Commercial Kitchens

Firm Description:
NYC commercial and hospitality design firm.

Description:
Architectural designer with a focus upon commercial kitchen design.
Develop and produce SD, DD and DD including millwork fabrication drawings using AutoCAD.
Long term growth is encouraged!
This position does not provide the ability to work toward becoming a licensed architect.

Required:
AutoCAD experience.
Architecture Degree

Compensation Package:
50-55K base salary pus benefits, transportation reimbursement and 401K.    ",Midtown West,50-55K
Mid Level Architect-Project Management Track,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-mid-level-architect/6789908555.html,"
        
Immediate Full Time Staff Position-In Office
Intermediate Level Architect for PM Track
*Luxury, high profile condo conversions*
NYC residential project experience required
Previous project management exposure a must.
Strong CD production, interior architectural detailing in a residential design setting required.
Join the team and grow with an established, award winning firm! 
75-80K
Professional degree in Architecture plus strong, fast and accurate AutoCAD skills are required.    ",Flatiron,75-80K
RESIDENTIAL INTERIOR DESIGNER (HIGH END),full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-residential-interior/6789894902.html,"
        
Manhattan-based boutique Architectural Firm with published and awarded work is seeking an interior designer experienced in high-end residential work.  The ideal candidate will be extremely familiar with historic buildings and period design, as well as very knowledgeable about the traditional and classical styles that will complement historic and Landmarked architectural buildings. 

Candidates must be a US Citizen or have a valid Visa allowing employment in the USA.  Candidates must be able to demonstrate experience with multi-million dollar, single family traditional / classical residential projects. Resumes from recent graduates, those seeking intern positions, or from persons based overseas or out-of-town will not be considered for this position.

If interviewed, candidates must be able to provide sample budgets and typical project administration documents as well as drawings and photographs of completed traditional / classical residential work.

Responsibilities will include:

•	coordination with the Architect to understand the individual spaces;
•	attend project meetings with client, architect and others as to remain fully informed about the project;
•	meet with the client to understand the specific requirements and aesthetic preferences for the project;
•	develop an aesthetic program that will guide the interior design of the home;
•	prepare 'Mood Boards' and other materials necessary to illustrate design concepts;
•	prepare preliminary budgets for Client's review;
•	prepare designs for Reception Rooms, Bedrooms, Bathrooms, Circulation Spaces and Outdoor Areas;
•	develop CAD plans for furnishings, fittings, accessories and floor coverings, etc.;
•	select and specify materials, furnishings, floor and wall coverings as well as decorative accessories;
•	coordination with Architect and other Design Team Members to ensure a fully integrated design;
•	follow through on design including coordination of ordering, tracking, deliveries and installations;
•	management of all purchases and accounting of same;

Professional Requirements will include:

•	Interior Design Degree from a recognized University;
•	extensive familiarity with high end, traditional / classical residential interior design;
•	proven track record demonstrating both exceptional creativity and technical skills;
•	familiarity with the products available from the leading showrooms and custom fabricators;
•	proficiency in AutoCAD for preparation of furnishings plans and elevation designs;
•	some familiarity with lighting design (a lighting designer will be hired separately);
•	strong organizational and management skills;

Please send detailed resume together with client and/or employer references.. Resumes must include a portfolio selection illustrating high-end traditional/classical projects only. (Please do not include corporate or institutional works as these will not be considered.)    ","Manhattan, New York City",Commensurate with experience
Certified Mechanic Needed for Vehicle Inspections,part-time,https://newyork.craigslist.org/wch/egr/d/brooklyn-certified-mechanic-needed-for/6789958032.html,"
        
We are looking for a certified auto mechanic (either ASE or through a vehicle manufacturer) to inspect vehicles for lemon law and breach of warranty cases.  Job requires meeting clients to test drive the vehicle to test for any defects and reviewing the warranty history.  Experience as a warranty administrator a plus.  Also, any experience in vehicle valuation preferred.    ","New York, New York",TBD based on experience
Director of Special Inspections (Professional Engineer),full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-director-of-special/6790099154.html,"
        
Outsource Special Inspections is a registered class 2 special inspections agency 
in New York City. Outsource Special Inspections provides TR1 and TR8 inspections, 
consulting services, and continuing education training for architects. 
We are growing and have an immediate opening for a Director of Special Inspections. 

MUST be a Professional Engineer - ICC/ AWS Certified!!

Professional Engineer to perform QA/QC Inspections for new construction and renovation projects throughout the NYC metro area. Knowledge of and experience with concrete, masonry, construction material and NYC building code a PLUS.

Requirements
•NYS PE, Civil or Mechanical Engineering Degree with field experience
•BS in Civil or Mechanical Engineering
•Ideal candidates should possess certifications from ICC, and/or ACI including: ICC Structural Masonry, Concrete Special Inspector, Spray-Applied Fireproofing, Steel Reinforcement, Welding, Bolting, ECC, ACI I and/or II
•A minimum of 1-year relevant experience in the inspections required to certify/perform
•ICC Certification as a Mechanical Inspector
•AWS Certified Welding Inspector
•ICC Certification as a Structural Steel and Bolting Inspector
•Must be familiar with the New York City Building Code
•Must be able to sign and seal TR documents                                                                                                        
                                           •Working knowledge of the principles and terminology in the Construction Inspection Industry.
•Ability to read prints and find inspection locations
•Ability to produce inspection reports according to company standards
•May train subordinates in their duties.
•May review applications relevant to the field.

Qualifications include
•Must be proficient in Microsoft Word, Excel, and Outlook.
•Reliable means of transportation necessary
•Extensive knowledge of industry standards
•Ability to work various shifts
•Ability to travel numerous job sites daily
•Highly motivated team player with a strong work ethic
•Able to communicate effectively with a variety of project managers
•Prepare and electronically submit daily reports
•Organized and efficient

Please apply directly on our careers page-

    ",Midtown,DOE
ARCHITECT,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect/6790114335.html,"
        
Brooklyn based office seeks Architect with experience to work with Principal to conceptualize, develop, and advance design for a multitude of projects including new construction and renovations for residential and commercial projects.

Requirements:
- Must have Architectural Degree
- Must be a NYS Registered Architect License
- Must have a minimum of 4-10 years of work experience in New York City;
- Must have have an in-depth understanding of NYC Dept. of Buildings Code and Zoning;
- At ease with product research, design, drawing, and development of architectural plans, elevations & details
- Time management and organizational skills;
- Knowledge of mechanical, electrical and plumbing systems;
- Complete basic sketches to clarify field conditions and designs changes
- Proficient in Revit, AutoCAD, PhotoCAD, Photoshop, Microsoft Office and Adobe
- Must be a team player.

Salary based on experience.

For consideration of this position, please e-mail a copy of recent resume along with sample(s) of your best work in PDF format/links for online viewing.
    ",Brooklyn,Salary commensurate upon experience.
knowledge in New york city energy code for buildings,part-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-knowledge-in-new-york-city/6790155732.html,"
        
Looking for help with NYC energy code knowledge to do the energy in construction drawings for building envelope 
and everything thats needs to be done    ",,By jobe
Draftsperson Detailer,full-time,https://newyork.craigslist.org/mnh/egr/d/draftsperson-detailer/6790561858.html,"
        
Store/events Display props and wood cabinetry manufacturing company seeking motivated and responsible individual to fill the position of Draftsperson Detailer. Must be experienced with the process of producing client drawings and production drawings.


Must be experienced and proficient in 3D rendering.

Experience in creating CNC files required. 


Must also be skilled with drafting decorative patterns, intricate millwork
and heavily sculpted three dimensional elements for production. 



Candidate must be familiar with materials such as solid wood, plywood,
plastic, metal fabrication and veneer work. 


Must submit portfolio with application, no candidate without portfolio will be considered!



Hours are Monday through Friday 8:30 AM - 5:30 PM and must be available for overtime, working until 8:30 PM and weekends at times.
•	Principals only. Recruiters, please don't contact this job poster.
•	do NOT contact us with unsolicited services or offers



    ",Long Island City,tbd
Estimator wanted ASAP,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-estimator-wanted-asap/6790558342.html,"
        
Full time estimator for flooring company. Position will handle answering telephones , requesting pricing from vendors, handling takeoffs & blueprints , typing proposals small office. Must be able to handle fast pace projects 

Computer knowledge a must

excel, Microsoft , planswift

experience in construction field

40 hour work week

Starting as soon as possible

Job Type: Full-time

Salary: $40,000.00 to $45,000.00 /year    ",Brooklyn,"Salary 40,000-45,000"
Top Architectural Metal  + Glass Company looking for drafter/engineer!,full-time,https://newyork.craigslist.org/que/egr/d/woodside-top-architectural-metal-glass/6790612463.html,"
        
Top architectural metal and glass company looking for a talented design engineer / drafter to join our team.  We are one of the top fabricators and installers of high end metal and glass work in New York City.  You are motivated, a problem solver, dedicated, understand architecture and construction....and can properly design custom products.  We are willing to train the right people, but must know CAD.  Please send resumes with salary requirements.  We offer health insurance, 401K and profit sharing package.  Looking for someone long term.    ",Woodside NY,Negotiable
Mid-Level to Senior Level Project Manager/Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-mid-level-to-senior-level/6790637079.html,"
        
NYC construction company in search of a mid-level to senior-level project manager/architect with extensive project management experience to join its growing company.

Responsibilities: 
	Plan and supervise construction projects from start to finish. 
	Ensure construction projects are completed in a timely and efficient manner and within budget. 
	Ensure the highest quality standards of workmanship
	Coordinate and supervise a team of workers of different disciplines
	Appoint and oversee subcontractors
	Mentor junior managers and crew members
	Proactively anticipate potential issues and devise solution to avert or quickly resolve problems

Required Skills and Experience:
	At least 10-year project management experience in commercial and residential renovation 
	Thorough understanding of every phase of a construction project
	Must understand all construction methodologies and procedures 
	Experience in AutoCad and other design software
	High competency in preparing and reading architectural plans
	Strong verbal and written communication skills
	Solution oriented and proactive thinker
	Ability to work in high pressure environment
    ",Midtown West,Commensurate with experience
Cad Drafter/ Surveyor,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-cad-drafter-surveyor/6790547451.html,"
        
Small structural / construction engineering firm seeks an entry/mid level CAD operator / clerical office manager / permit expediter. Ideal candidate should be proficient in AutoCAD 2000 or greater and should have strong English skills. Your daily activities would include project management, answering / making phone calls, performing site visits, PERFORMING SURVEYS, Total station surveys, CAD drafting of logistics plans / structural designs, and traveling to city agencies for permits. Work 8 hours, 7:30am to 4 pm (½ hr lunch) Monday through Friday. Office is located in East New York, Brooklyn NY. . REPLY WITH RESUME PASTED WITHIN BODY OF EMAIL. ATTACHMENTS WILL NOT BE OPENED. Only qualified candidates will contacted.    ",,$15 to $20 depending on abilities.
Concrete Laboratory Technician,full-time,https://newyork.craigslist.org/brk/egr/d/astoria-concrete-laboratory-technician/6790784810.html,"
        
A well established Concrete Testing Laboratory is seeking an Experienced Laboratory Technician for immediate hire. Candidate shall be knowledgeable in ASTM Methods, NYC Building Dept's, CCRL's,  AMRl's and Dept of Health requirements. Experience in testing Soil, concrete and asphalt is required. Candidate shall have ACI-1 certification. Laboratory Certifications - Level 1 and Level 2 would be very helpful.    ",LIC,"Salary commensurate with experience. Company have good benefits, insurance, retirement plan, bonus, transportation reimburdement, overtime paid vacation and personal days."
Project Architect - Design Build Firm,full-time,https://newyork.craigslist.org/mnh/egr/d/project-architect-design-build-firm/6790669859.html,"
        
Design office needs project architect.
Three to five years of prior experience required.

The candidate must be able to draft well (AutoCAD required, plus Revit a bonus!).
Knowledge of construction documents and the ability to compile a set of drawings is a must.

With your resume, please indicate your experience level and interests in a cover letter.  
Please indicate your current hourly rate.

Note: This position is for someone with 3-5 years experience.  No offsite drafting.    ",Financial District,Hourly rate determined during interview.  We will email you if you fit the criteria and arrange for a phone interview first.
CAD Draftsman/Estimator,full-time,https://newyork.craigslist.org/que/egr/d/cad-draftsman-estimator/6790838663.html,"
        
Draftsman/Estimator 
Established NYC based Construction firm seeks self-motivated energetic individual with minimum 10 years' experience to join our team.  

Duties Include: Architectural CAD drawings and stone shop drawings and details. Prepare detailed quantity take-offs, bids and estimates. Analyze architectural drawings and details. Field measuring and coordination.

Candidate must have thorough knowledge of computer programs especially Excel, Word, Planswift and MS Project and possess strong analytical and communication skills with an eye for detail.

BA/BS in architecture or engineering preferred.  Drawing, sketching and Auto CAD proficiency a plus.

Competitive salary and benefits package.
    ",NYC,Competitive salary
Designer - Monograph drawings for publication,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-designer-monograph/6790973431.html,"
        
Seeking a designer to assist with monograph drawings that will be used in book publications for an illustrious international Architectural design firm. This individual will be taking architectural drawings provided by the design studios and preparing them to be used in print publication. Must have good graphic software skills - familiarity with AutoCAD and MColor is a plus but not a requirement by any means. Great opportunity for someone who enjoys working in a creative and collaborative environment with a laid back atmosphere. Degree in Architecture is a plus but will consider other design backgrounds. Please reply with resume including software skills and design experience (professional and academic).    ",Midtown,$50-60K based on experience level
Creative design lead opportunity!,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-creative-design-lead/6790920099.html,"
        
Do you enjoy creative design?
Bored of the technical nuisances? 
Love working with high end clients?

World renowned design build firm seeking a creative interior designer. Highly conceptual and have the ability to create design narratives; guiding designs and leading teams. 

- Revit experience is a plus. 
- Professional experience in workplace, hospitality and retail design. 



    ","New york, NY",Open to the right person.
Senior Project Manager - Architecture,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-senior-project-manager/6790923206.html,"
        
Highly publicized architectural firm known for their design and technical expertise across multiple sectors looking for a Project Manager with strong relationship building skills to head up their commercial interiors group. 

This is a titled role, looking for someone with the finesse to work with large clients and the backbone to steer the relationship. 

The right person for this should have 15+ years of experience, with some corporate interiors expertise preferred. This person will have a tenured and experienced team supporting the design and construction process so they can focus on the client relationship.    ",NEW YORK,Competitive salary with one of the top health and PTO package in the industry.
Construction Estimator/Project Manager,full-time,https://newyork.craigslist.org/que/egr/d/construction-estimator-project-manager/6790840342.html,"
        
Construction Estimator/Project Manager

Established NYC based Construction firm seeks self-motivated energetic individual with minimum 10 years' experience to join our team.  

Duties Include: Preparing detailed take-offs and estimates, analyzing architectural drawings, developing scope of work, preparing formal proposals, attend meetings and walk throughs, solicit bids from subcontractors and vendors, manage projects, cost control, submittals and scheduling. 

Candidate must have thorough knowledge of computer programs especially Excel, Word, Planswift and MS Project and possess strong analytical and communication skills with an eye for detail.

BA/BS in architecture or engineering preferred.  Drawing, sketching and Auto CAD proficiency a plus.

Competitive salary and benefits package.
    ",NYC,Competitive salary
Architectural Draftsman,full-time,https://newyork.craigslist.org/stn/egr/d/staten-island-architectural-draftsman/6791029818.html,"
        
Architectural and Civil Engineering firm seeking an architectural draftsman. We are rapidly expanding and have a strong stable of repeat clients.

All candidates should have strong ability with the following to be considered:
•C.A.D. drafting experience.
•Residential and wood frame construction drawing experience. - A must!
•Exceptional drawing and graphic skills.
•Working knowledge of NYC Department of Buildings procedure.
•Well organized and able to interact with clients.
•Willing to travel to all five borough Building Departments. Bulk of the work is in Staten Island.

Preference will be given to candidates with:
•Type II Filing Representative license with the DOB (if not must be willing to acquire license).
•Filing Representative license with the FDNY (if not must be willing to acquire).
•Reliable form of transportation.
•Proficient with Adobe Acrobat, 3d Max, Revit or some version of computer aided rendering, all Microsoft Office Applications (Excel, etc).
•Construction field background.
•Well-spoken with excellent writing skills.
•Hand drafting origins and training.
•Must be a self-starter who capable of achieving results with minimal supervision.

Education:

Bachelor's Degree is required.

Work schedule is Monday-Friday, 9:00am-5:00pm. One week paid vacation and holiday pay. Firm will provide medical stipend. 

Please send 1 (one) work example only in PDF non zipped format, max 20 MB.

Check out our website: www.db-si.com!
    ",Staten Island,commensurate with experience
Project Manager - 7++ years experience,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-manager-7-years/6791081339.html,"
        
Please do not apply if you don't have extensive post graduate experience in New York City.

No phone calls please.

BWArchitects is a multi-disciplinary firm that specializes is high end residential, hospitality and special events. Our projects are based in NYC, California and Europe. We have exciting new opportunities and are looking for a key member to join our team.

Project Manager

Qualifications: 

Professional degree in Architecture
7+ years of post graduate experience in New York City
STRONG design & technical skills
Extensive experience producing, overseeing and coordinating drawings sets, in all phases
Extensive experience in construction administration
Commanding knowledge of NYC building codes and filing with all applicable agencies (DOB, LPC, etc)
Experience leading teams and producing schedules
Exceptional organizational and communication skills --- very important
Experience in hospitality, residential and sustainable design

Our work tools are Mac based Vectorworks, Sketchup, Rhino, Maxwell Render, the Adobe Creative Suite. Knowledge in Mac OS and the programs IS NOT required but is A PLUS.

We are searching for a candidate who will be the right fit for our company culture.

We are a design and detail oriented firm with a rigorous approach to our work. Our clients are important and so are our families. More info about us at www.bw-architects.com (our new full website is under construction) Twitter/Instagram @bwarchitects or check us out on Facebook.

If interested, please email us your resume and samples of relevant experience, graphic and technical, and the dates when you are available to start work.

The position comes with an immediate start date. We offer a full range of benefits.

Include: Project Manager + your name in the subject of the email    ",SoHo,Commeasurate w/ experience
Construction Project Manager - Harlem,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction-project/6791052764.html,"
        
Artifact is a Manhattan-based real estate development company that develops thoughtfully designed projects for living and working in key Harlem communities. Our residential apartments, co-working offices and retail spaces are designed to enhance and improve our neighborhoods, not re-rebrand them. 

We are currently hiring a Construction Project Manager to join our growing team.

Responsibilities
* Manage and coordinate all phases of pre-construction and construction
* Review and negotiate contracts with contractors
* Develop, manage and optimize project schedules and budgets
* Manage project reporting to communicate status to all stakeholders and partners proactively
* Conduct site visits to keep tabs on projects and confirm project execution

Requirements
* 1-5 years experience in construction management
* Knowledge of the construction and building industries
* Self-starter: must be motivated by desire to do a great job without constant oversight
* Ambition and drive: desire to advance within Artifact and the real estate industry by working hard to deliver high-quality projects successfully 
* Research skills: ability to solve problems and determine potential solutions by researching independently
* Digitally competent: must be entirely comfortable with digital project management and typical industry tools
* Bachelor's degree in Mechanical Engineering, Civil Engineering or Construction Project Management preferred but not required. Experience, intelligence and ambition are more important than a degree for this role
Compensation

The Construction Project Manager will receive a competitive compensation based on experience including a bonus plan. This full time role is eligible for health and dental insurance, personal time off, paid vacation and other Artifact benefits. 

To Apply, send an email introducing yourself and your interest in this role along with your resume to jobs@artifact.co
    ",Harlem / Morningside,Depends on experience - competitive market rate + full benefits
